"Period.Begin","Period.End","Day","Month","Year","Metro.City","Metro.State","adjusted_average_new_listings","adjusted_average_new_listings_yoy","adjusted_average_homes_sold","adjusted_average_homes_sold_yoy","Median.Sale.Price.Yoy","Median.Sale.Price"
2020-06-01,2020-06-28,180,6,2020,"Austin","TX",953,-0.076550388,829,-0.093989071,0.027298079,340161.2
2020-06-08,2020-07-05,187,7,2020,"Austin","TX",945,-0.039634146,936,0.069714286,0.025700255,339375.7
2020-06-15,2020-07-12,194,7,2020,"Austin","TX",981,0.006153846,986,0.150525088,0.046795027,343738.7
2020-06-22,2020-07-19,201,7,2020,"Austin","TX",970,0.008316008,1004,0.160693642,0.083300173,348738.7
2020-06-29,2020-07-26,208,7,2020,"Austin","TX",998,0.089519651,1012,0.333333333,0.099740406,352466.8
2020-07-06,2020-08-02,215,8,2020,"Austin","TX",1007,0.091007584,1014,0.170900693,0.107805097,352002.3
2020-07-13,2020-08-09,222,8,2020,"Austin","TX",969,0.106164384,979,0.162707838,0.102702715,351482.3
2020-07-20,2020-08-16,229,8,2020,"Austin","TX",961,0.167679222,967,0.174969623,0.09207744,352482.3
2020-07-27,2020-08-23,236,8,2020,"Austin","TX",919,0.166243655,951,0.178438662,0.08403958,350565.5
2020-08-03,2020-08-30,243,8,2020,"Austin","TX",885,0.144890039,915,0.14375,0.090777079,350565.5
2020-08-10,2020-09-06,250,9,2020,"Austin","TX",868,0.14663144,971,0.259403372,0.099548116,352286.2
2020-08-17,2020-09-13,257,9,2020,"Austin","TX",820,0.094793057,911,0.201846966,0.123740436,356911.2
2020-08-24,2020-09-20,264,9,2020,"Austin","TX",816,0.051546392,908,0.213903743,0.124209767,358325
2020-08-31,2020-09-27,271,9,2020,"Austin","TX",787,0.038258575,864,0.289552239,0.11669297,357325
2020-09-07,2020-10-04,278,10,2020,"Austin","TX",767,0.010540184,884,0.227777778,0.11662763,356606.2
2020-09-14,2020-10-11,285,10,2020,"Austin","TX",809,0.07436919,903,0.308695652,0.088617889,354481.2
2020-09-21,2020-10-18,292,10,2020,"Austin","TX",783,0.06097561,877,0.307004471,0.092371434,357881.2
2020-09-28,2020-10-25,299,10,2020,"Austin","TX",818,0.134535368,865,0.347352025,0.113489701,365131.2
2020-10-05,2020-11-01,306,11,2020,"Austin","TX",773,0.118668596,834,0.267477204,0.117888632,365875
2020-10-12,2020-11-08,313,11,2020,"Austin","TX",736,0.088757396,832,0.262518968,0.133163607,366625
2020-10-19,2020-11-15,320,11,2020,"Austin","TX",738,0.154929577,820,0.238670695,0.159632824,365725
2020-10-26,2020-11-22,327,11,2020,"Austin","TX",707,0.134831461,861,0.226495726,0.164357333,365475
2020-11-02,2020-11-29,334,11,2020,"Austin","TX",640,0.15942029,760,0.171032357,0.182561963,366725
2020-11-09,2020-12-06,341,12,2020,"Austin","TX",627,0.178571429,797,0.172058824,0.178790096,363723.7
2020-11-16,2020-12-13,348,12,2020,"Austin","TX",618,0.223762376,797,0.153400868,0.160174297,364845
2020-11-23,2020-12-20,355,12,2020,"Austin","TX",578,0.243010753,795,0.135714286,0.150782048,367595
2020-11-30,2020-12-27,362,12,2020,"Austin","TX",546,0.306220096,782,0.195718654,0.153048757,368345
2020-12-07,2021-01-03,3,1,2021,"Austin","TX",466,0.25606469,792,0.23943662,0.151224843,368096.2
2020-12-14,2021-01-10,10,1,2021,"Austin","TX",447,0.054245283,730,0.305903399,0.14109749,364287.5
2020-12-21,2021-01-17,17,1,2021,"Austin","TX",475,-0.016563147,662,0.379166667,0.161542791,364245.3
2020-12-28,2021-01-24,24,1,2021,"Austin","TX",579,-0.058536585,654,0.388535032,0.165679071,365545.3
2021-01-04,2021-01-31,31,1,2021,"Austin","TX",673,-0.031654676,601,0.259958071,0.174995781,365545.3
2021-01-11,2021-02-07,38,2,2021,"Austin","TX",742,0.042134831,609,0.210735586,0.197386048,373257.8
2021-01-18,2021-02-14,45,2,2021,"Austin","TX",728,-0.012211669,598,0.091240876,0.194807725,377706.8
2021-01-25,2021-02-21,52,2,2021,"Austin","TX",599,-0.207671958,497,-0.166107383,0.189310441,379406.8
2021-02-01,2021-02-28,59,2,2021,"Austin","TX",627,-0.224969098,577,-0.110939908,0.203344069,390783.7
2021-02-08,2021-03-07,66,3,2021,"Austin","TX",635,-0.254694836,636,-0.100424328,0.217146044,400961.5
2021-02-15,2021-03-14,73,3,2021,"Austin","TX",720,-0.219088937,665,-0.064697609,0.243415712,409304.6
2021-02-22,2021-03-21,80,3,2021,"Austin","TX",915,-0.084084084,801,0.097260274,0.271869505,424597.1
2021-03-01,2021-03-28,87,3,2021,"Austin","TX",956,-0.022494888,705,0.007142857,0.290739026,430819
2021-03-08,2021-04-04,94,4,2021,"Austin","TX",927,-0.004296455,740,0.043723554,0.308921107,430891.2
2021-03-15,2021-04-11,101,4,2021,"Austin","TX",957,0.133886256,735,0.117021277,0.335984807,441016.2
2021-03-22,2021-04-18,108,4,2021,"Austin","TX",983,0.30026455,774,0.188940092,0.35558386,445723.7
2021-03-29,2021-04-25,115,4,2021,"Austin","TX",982,0.297225892,796,0.320066335,0.398525901,456625
2021-04-05,2021-05-02,122,5,2021,"Austin","TX",1050,0.294697904,838,0.387417219,0.416960327,466553.6
2021-04-12,2021-05-09,129,5,2021,"Austin","TX",1034,0.206534422,875,0.470588235,0.390764718,462225.8
2021-04-19,2021-05-16,136,5,2021,"Austin","TX",1059,0.166299559,897,0.554592721,0.387052362,462725.8
2021-04-26,2021-05-23,143,5,2021,"Austin","TX",1072,0.146524064,949,0.581666667,0.386861458,464225.8
2021-05-03,2021-05-30,150,5,2021,"Austin","TX",1050,0.189127973,968,0.5488,0.398785833,464047.2
2021-05-10,2021-06-06,157,6,2021,"Austin","TX",1074,0.184123484,946,0.373004354,0.440690691,479750
2021-05-17,2021-06-13,164,6,2021,"Austin","TX",1079,0.174102285,947,0.283197832,0.445906258,484250.2
2021-05-24,2021-06-20,171,6,2021,"Austin","TX",1108,0.195253506,945,0.173913043,0.442675531,484250.2
2021-05-31,2021-06-27,178,6,2021,"Austin","TX",1186,0.244491081,888,0.071170084,0.43461453,488000.2
2021-06-07,2021-07-04,185,7,2021,"Austin","TX",1114,0.178835979,983,0.050213675,0.403312612,476250.2
2021-06-14,2021-07-11,192,7,2021,"Austin","TX",1126,0.147808359,929,-0.057809331,0.38986387,477750
2021-06-21,2021-07-18,199,7,2021,"Austin","TX",1140,0.175257732,909,-0.094621514,0.381406767,481750
2021-06-28,2021-07-25,206,7,2021,"Austin","TX",1084,0.086172345,903,-0.10770751,0.365731467,481375
2021-07-05,2021-08-01,213,8,2021,"Austin","TX",1140,0.132075472,896,-0.116370809,0.371084791,482625
2021-07-12,2021-08-08,220,8,2021,"Austin","TX",1110,0.145510836,900,-0.080694586,0.374180151,483000
2021-07-19,2021-08-15,227,8,2021,"Austin","TX",1084,0.127991675,879,-0.091003102,0.363543645,480625
2021-07-26,2021-08-22,234,8,2021,"Austin","TX",1058,0.15125136,867,-0.088328076,0.364937508,478500
2021-08-02,2021-08-29,241,8,2021,"Austin","TX",1032,0.166101695,802,-0.123497268,0.353527372,474500
2021-08-09,2021-09-05,248,9,2021,"Austin","TX",984,0.133640553,886,-0.08753862,0.321432687,465522.5
2021-08-16,2021-09-12,255,9,2021,"Austin","TX",955,0.164634146,851,-0.06586169,0.282244715,457647.5
2021-08-23,2021-09-19,262,9,2021,"Austin","TX",935,0.145833333,849,-0.064977974,0.263231703,452647.5
2021-08-30,2021-09-26,269,9,2021,"Austin","TX",904,0.14866582,826,-0.043981481,0.26047016,450397.5
2021-09-06,2021-10-03,276,10,2021,"Austin","TX",904,0.178617992,838,-0.052036199,0.26369592,450641.8
2021-09-13,2021-10-10,283,10,2021,"Austin","TX",876,0.082818294,836,-0.074197121,0.273281348,451354.3
2021-09-20,2021-10-17,290,10,2021,"Austin","TX",852,0.088122605,811,-0.075256556,0.275155834,456354.3
2021-09-27,2021-10-24,297,10,2021,"Austin","TX",864,0.056234719,805,-0.069364162,0.257025694,458979.3
2021-10-04,2021-10-31,304,10,2021,"Austin","TX",846,0.094437257,752,-0.098321343,0.251902972,458040
2021-10-11,2021-11-07,311,11,2021,"Austin","TX",811,0.101902174,740,-0.110576923,0.271288646,466086.2
2021-10-18,2021-11-14,318,11,2021,"Austin","TX",810,0.097560976,724,-0.117073171,0.270999248,464836.2
2021-10-25,2021-11-21,325,11,2021,"Austin","TX",798,0.128712871,756,-0.12195122,0.288627676,470961.2
2021-11-01,2021-11-28,332,11,2021,"Austin","TX",680,0.0625,668,-0.121052632,0.289042743,472724.2
2021-11-08,2021-12-05,339,12,2021,"Austin","TX",664,0.059011164,775,-0.027603513,0.294156801,470715.5
2021-11-15,2021-12-12,346,12,2021,"Austin","TX",612,-0.009708738,791,-0.007528231,0.297031616,473215.5
2021-11-22,2021-12-19,353,12,2021,"Austin","TX",529,-0.084775087,778,-0.021383648,0.280527483,470715.5
2021-11-29,2021-12-26,360,12,2021,"Austin","TX",505,-0.075091575,810,0.035805627,0.284462121,473125.2
2021-12-06,2022-01-02,2,1,2022,"Austin","TX",407,-0.126609442,781,-0.013888889,0.287197749,473812.6
2021-12-13,2022-01-09,9,1,2022,"Austin","TX",401,-0.102908277,715,-0.020547945,0.312270665,478043.8
2021-12-20,2022-01-16,16,1,2022,"Austin","TX",431,-0.092631579,655,-0.010574018,0.317227154,479793.8
2021-12-27,2022-01-23,23,1,2022,"Austin","TX",530,-0.08462867,604,-0.076452599,0.312709533,479854.8
2022-01-03,2022-01-30,30,1,2022,"Austin","TX",609,-0.095096582,518,-0.138103161,0.319720155,482417.5
2022-01-10,2022-02-06,37,2,2022,"Austin","TX",611,-0.176549865,528,-0.133004926,0.29132921,481998.7
2022-01-17,2022-02-13,44,2,2022,"Austin","TX",641,-0.119505495,537,-0.102006689,0.287966486,486473.7
2022-01-24,2022-02-20,51,2,2022,"Austin","TX",683,0.140233723,588,0.183098592,0.305439175,495292.5
2022-01-31,2022-02-27,58,2,2022,"Austin","TX",696,0.110047847,609,0.055459272,0.267433877,495292.5
2022-02-07,2022-03-06,65,3,2022,"Austin","TX",783,0.233070866,682,0.072327044,0.253031276,502417.3
2022-02-14,2022-03-13,72,3,2022,"Austin","TX",826,0.147222222,676,0.016541353,0.239183728,507203.6
2022-02-21,2022-03-20,79,3,2022,"Austin","TX",813,-0.11147541,674,-0.15855181,0.198669986,508951.8
2022-02-28,2022-03-27,86,3,2022,"Austin","TX",884,-0.075313808,694,-0.015602837,0.214783471,523351.8
2022-03-07,2022-04-03,93,4,2022,"Austin","TX",881,-0.049622438,734,-0.008108108,0.217787228,524733.8
2022-03-14,2022-04-10,100,4,2022,"Austin","TX",930,-0.028213166,742,0.00952381,0.203068277,530572.6
2022-03-21,2022-04-17,107,4,2022,"Austin","TX",948,-0.03560529,748,-0.033591731,0.213911892,541069.3
2022-03-28,2022-04-24,114,4,2022,"Austin","TX",1010,0.028513238,754,-0.052763819,0.191720339,544169.3
2022-04-04,2022-05-01,121,5,2022,"Austin","TX",1083,0.031428571,772,-0.07875895,0.188180736,554350
2022-04-11,2022-05-08,128,5,2022,"Austin","TX",1094,0.058027079,794,-0.092571429,0.235867838,571250
2022-04-18,2022-05-15,135,5,2022,"Austin","TX",1223,0.154863078,822,-0.08361204,0.234532416,571250
2022-04-25,2022-05-22,142,5,2022,"Austin","TX",1256,0.171641791,825,-0.130663857,0.235928723,573750
2022-05-02,2022-05-29,149,5,2022,"Austin","TX",1262,0.201904762,805,-0.16838843,0.214854868,563750
2022-05-09,2022-06-05,156,6,2022,"Austin","TX",1297,0.207635009,826,-0.126849894,0.135799896,544900
2022-05-16,2022-06-12,163,6,2022,"Austin","TX",1325,0.227988879,802,-0.1531151,0.132808412,548562.7
2022-05-23,2022-06-19,170,6,2022,"Austin","TX",1337,0.2066787,801,-0.152380952,0.119901861,542312.7
2022-05-30,2022-06-26,177,6,2022,"Austin","TX",1357,0.144182125,738,-0.168918919,0.113857535,543562.7
2022-06-06,2022-07-03,184,7,2022,"Austin","TX",1304,0.170556553,805,-0.181078332,0.125233543,535892.7
2022-06-13,2022-07-10,191,7,2022,"Austin","TX",1242,0.103019538,759,-0.182992465,0.103568812,527230
2022-06-20,2022-07-17,198,7,2022,"Austin","TX",1212,0.063157895,718,-0.210121012,0.089216399,524730
2022-06-27,2022-07-24,205,7,2022,"Austin","TX",1159,0.069188192,693,-0.23255814,0.08746819,523480
2022-07-04,2022-07-31,212,7,2022,"Austin","TX",1142,0.001754386,649,-0.275669643,0.082621083,522500
2022-07-11,2022-08-07,219,8,2022,"Austin","TX",1073,-0.033333333,648,-0.28,0.083100414,523137.5
2022-07-18,2022-08-14,226,8,2022,"Austin","TX",1000,-0.077490775,631,-0.282138794,0.078049415,518137.5
2022-07-25,2022-08-21,233,8,2022,"Austin","TX",922,-0.128544423,628,-0.275663206,0.06977534,511887.5
2022-08-01,2022-08-28,240,8,2022,"Austin","TX",883,-0.144379845,579,-0.278054863,0.068256059,506887.5
2022-08-08,2022-09-04,247,9,2022,"Austin","TX",844,-0.142276423,669,-0.244920993,0.066006477,496250
2022-08-15,2022-09-11,254,9,2022,"Austin","TX",818,-0.143455497,648,-0.238542891,0.067961695,488750
2022-08-22,2022-09-18,261,9,2022,"Austin","TX",818,-0.12513369,652,-0.232037691,0.065950878,482500
2022-08-29,2022-09-25,268,9,2022,"Austin","TX",808,-0.10619469,627,-0.240920097,0.071342536,482530
2022-09-05,2022-10-02,275,10,2022,"Austin","TX",808,-0.10619469,655,-0.218377088,0.054063338,475005
2022-09-12,2022-10-09,282,10,2022,"Austin","TX",785,-0.103881279,665,-0.204545455,0.051087139,474412.7
2022-09-19,2022-10-16,289,10,2022,"Austin","TX",753,-0.116197183,634,-0.218249075,0.043315468,476121.5
2022-09-26,2022-10-23,296,10,2022,"Austin","TX",734,-0.150462963,615,-0.236024845,0.035828195,475423.7
2022-10-03,2022-10-30,303,10,2022,"Austin","TX",683,-0.192671395,513,-0.317819149,0.037733822,475323.6
2022-10-10,2022-11-06,310,11,2022,"Austin","TX",651,-0.1972873,527,-0.287837838,0.010362032,470915.8
2022-10-17,2022-11-13,317,11,2022,"Austin","TX",633,-0.218518519,500,-0.309392265,0.016932631,472707.1
2022-10-24,2022-11-20,324,11,2022,"Austin","TX",595,-0.254385965,516,-0.317460317,0.004608448,473131.6
2022-10-31,2022-11-27,331,11,2022,"Austin","TX",516,-0.241176471,447,-0.330838323,-0.009450542,468256.7
2022-11-07,2022-12-04,338,12,2022,"Austin","TX",494,-0.256024096,478,-0.383225806,-0.008309265,466804.2
2022-11-14,2022-12-11,345,12,2022,"Austin","TX",457,-0.253267974,504,-0.362831858,-0.032303042,457929.2
2022-11-21,2022-12-18,352,12,2022,"Austin","TX",399,-0.245746692,494,-0.36503856,-0.031768021,455761.8
2022-11-28,2022-12-25,359,12,2022,"Austin","TX",394,-0.21980198,558,-0.311111111,-0.029037557,459386.8
2022-12-05,2023-01-01,1,1,2023,"Austin","TX",315,-0.226044226,579,-0.258642766,-0.040571526,454589.3
2022-12-12,2023-01-08,8,1,2023,"Austin","TX",329,-0.179551122,530,-0.258741259,-0.045664226,456214.3
2022-12-19,2023-01-15,15,1,2023,"Austin","TX",421,-0.023201856,490,-0.251908397,-0.060273392,450875
2022-12-26,2023-01-22,22,1,2023,"Austin","TX",507,-0.043396226,443,-0.266556291,-0.062740229,449748.6
2023-01-02,2023-01-29,29,1,2023,"Austin","TX",624,0.024630542,349,-0.326254826,-0.057354677,454748.6
2023-01-09,2023-02-05,36,2,2023,"Austin","TX",615,0.006546645,388,-0.265151515,-0.06950247,448498.6
2023-01-16,2023-02-12,43,2,2023,"Austin","TX",611,-0.046801872,391,-0.271880819,-0.080631491,447248.6
2023-01-23,2023-02-19,50,2,2023,"Austin","TX",647,-0.052708638,438,-0.255102041,-0.100435601,445547.5
2023-01-30,2023-02-26,57,2,2023,"Austin","TX",646,-0.07183908,474,-0.221674877,-0.111188237,440221.8
2023-02-06,2023-03-05,64,3,2023,"Austin","TX",750,-0.042145594,562,-0.175953079,-0.121802135,441221.8
2023-02-13,2023-03-12,71,3,2023,"Austin","TX",798,-0.033898305,592,-0.124260355,-0.127131984,442721.8
2023-02-20,2023-03-19,78,3,2023,"Austin","TX",794,-0.023370234,590,-0.12462908,-0.12678509,444424.3
2023-02-27,2023-03-26,85,3,2023,"Austin","TX",847,-0.041855204,603,-0.131123919,-0.152577673,443500
2023-03-06,2023-04-02,92,4,2023,"Austin","TX",866,-0.017026107,616,-0.160762943,-0.14480447,448750
2023-03-13,2023-04-09,99,4,2023,"Austin","TX",833,-0.104301075,620,-0.164420485,-0.14573425,453250
2023-03-20,2023-04-16,106,4,2023,"Austin","TX",931,-0.017932489,627,-0.161764706,-0.156531335,456375
2023-03-27,2023-04-23,113,4,2023,"Austin","TX",950,-0.059405941,634,-0.159151194,-0.13857691,468760
2023-04-03,2023-04-30,120,4,2023,"Austin","TX",938,-0.13388735,638,-0.17357513,-0.154397042,468760
2023-04-10,2023-05-07,127,5,2023,"Austin","TX",1005,-0.081352834,674,-0.151133501,-0.184501182,465853.7
2023-04-17,2023-05-14,134,5,2023,"Austin","TX",973,-0.204415372,682,-0.170316302,-0.18340709,466478.7
2023-04-24,2023-05-21,141,5,2023,"Austin","TX",986,-0.214968153,720,-0.127272727,-0.189161307,465218.7
2023-05-01,2023-05-28,148,5,2023,"Austin","TX",997,-0.209984152,713,-0.114285714,-0.172565499,466466.2
2023-05-08,2023-06-04,155,6,2023,"Austin","TX",983,-0.242097147,754,-0.08716707,-0.139984401,468622.5
2023-05-15,2023-06-11,162,6,2023,"Austin","TX",993,-0.250566038,740,-0.077306733,-0.139847642,471847.5
2023-05-22,2023-06-18,169,6,2023,"Austin","TX",975,-0.270755423,731,-0.087390762,-0.120484363,476972.5
2023-05-29,2023-06-25,176,6,2023,"Austin","TX",953,-0.297715549,685,-0.071815718,-0.117213157,479850
2023-06-05,2023-07-02,183,7,2023,"Austin","TX",932,-0.285276074,725,-0.099378882,-0.106910768,478600
2023-06-12,2023-07-09,190,7,2023,"Austin","TX",847,-0.318035427,708,-0.067193676,-0.094325626,477498.7
2023-06-19,2023-07-16,197,7,2023,"Austin","TX",853,-0.29620462,695,-0.032033426,-0.098824729,472873.7
2023-06-26,2023-07-23,204,7,2023,"Austin","TX",872,-0.247627265,686,-0.01010101,-0.097389585,472498.5
2023-07-03,2023-07-30,211,7,2023,"Austin","TX",849,-0.256567426,628,-0.032357473,-0.105313876,467473.5
2023-07-10,2023-08-06,218,8,2023,"Austin","TX",892,-0.168685927,684,0.055555556,-0.117632171,461599.7
2023-07-17,2023-08-13,225,8,2023,"Austin","TX",854,-0.146,651,0.031695721,-0.119663603,456135.3
2023-07-24,2023-08-20,232,8,2023,"Austin","TX",808,-0.123644252,660,0.050955414,-0.121124075,449885.6
2023-07-31,2023-08-27,239,8,2023,"Austin","TX",811,-0.081540204,616,0.063903282,-0.098842248,456785.6
2023-08-07,2023-09-03,246,9,2023,"Austin","TX",800,-0.052132701,661,-0.011958146,-0.070961008,461035.6
2023-08-14,2023-09-10,253,9,2023,"Austin","TX",785,-0.040342298,631,-0.026234568,-0.061636829,458625
2023-08-21,2023-09-17,260,9,2023,"Austin","TX",799,-0.023227384,604,-0.073619632,-0.049481865,458625
2023-08-28,2023-09-24,267,9,2023,"Austin","TX",782,-0.032178218,577,-0.079744817,-0.048248399,459248.7
2023-09-04,2023-10-01,274,10,2023,"Austin","TX",768,-0.04950495,541,-0.174045802,-0.044749634,453748.7
2023-09-11,2023-10-08,281,10,2023,"Austin","TX",748,-0.047133758,555,-0.165413534,-0.043557013,453748.7
2023-09-18,2023-10-15,288,10,2023,"Austin","TX",722,-0.041168659,529,-0.165615142,-0.04749712,453507.1
2023-09-25,2023-10-22,295,10,2023,"Austin","TX",718,-0.021798365,539,-0.123577236,-0.056613501,448508.3
2023-10-02,2023-10-29,302,10,2023,"Austin","TX",678,-0.007320644,492,-0.040935673,-0.064304192,444758.3
2023-10-09,2023-11-05,309,11,2023,"Austin","TX",668,0.026113671,515,-0.022770398,-0.056760253,444186.5
2023-10-16,2023-11-12,316,11,2023,"Austin","TX",648.9387244,0.025179659,500.0212867,4.26e-05,-0.07833392,435678.1
2023-10-23,2023-11-19,323,11,2023,"Austin","TX",608.1991651,0.022183471,496.2312976,-0.038311439,-0.087092048,431925.6
2023-10-30,2023-11-26,330,11,2023,"Austin","TX",531.3037645,0.029658458,449.3019634,0.005149806,-0.086664216,427675.6
2023-11-06,2023-12-03,337,12,2023,"Austin","TX",507.520909,0.027370261,477.612278,-0.000811134,-0.095991424,421995
2019-12-09,2020-01-05,5,1,2020,"Dallas","TX",850,-0.028571429,1229,0.15399061,0.037364345,292979.7
2019-12-16,2020-01-12,12,1,2020,"Dallas","TX",934,-0.030114226,1112,0.186766275,0.052817891,291880.6
2019-12-23,2020-01-19,19,1,2020,"Dallas","TX",1082,-0.022583559,949,0.201265823,0.050317105,287747.5
2019-12-30,2020-01-26,26,1,2020,"Dallas","TX",1349,0,922,0.340116279,0.064352836,281747.5
2020-01-06,2020-02-02,33,2,2020,"Dallas","TX",1522,0.029073698,927,0.20233463,0.062679197,281500
2020-01-13,2020-02-09,40,2,2020,"Dallas","TX",1599,0.044415415,961,0.202753442,0.047796649,281500
2020-01-20,2020-02-16,47,2,2020,"Dallas","TX",1624,0.035054175,1010,0.182669789,0.057968549,283623.7
2020-01-27,2020-02-23,54,2,2020,"Dallas","TX",1662,0.061980831,1085,0.167922497,0.053776874,287373.7
2020-02-03,2020-03-01,61,3,2020,"Dallas","TX",1703,0.03778184,1199,0.105069124,0.03553169,286738
2020-02-10,2020-03-08,68,3,2020,"Dallas","TX",1800,0.067615658,1279,0.094097519,0.040655176,290238
2020-02-17,2020-03-15,75,3,2020,"Dallas","TX",1902,0.093103448,1295,0.077371048,0.029699912,292692.2
2020-02-24,2020-03-22,82,3,2020,"Dallas","TX",1873,0.009159483,1353,0.065354331,0.022744738,295189.7
2020-03-02,2020-03-29,89,3,2020,"Dallas","TX",1756,-0.075302791,1267,-0.017067494,0.034103902,299825.5
2020-03-09,2020-04-05,96,4,2020,"Dallas","TX",1565,-0.210393542,1317,0.031323414,0.042611927,301575.5
2020-03-16,2020-04-12,103,4,2020,"Dallas","TX",1348,-0.346265761,1257,-0.015661707,0.034767092,301997.5
2020-03-23,2020-04-19,110,4,2020,"Dallas","TX",1284,-0.36119403,1214,-0.084464555,0.04104197,305000
2020-03-30,2020-04-26,117,4,2020,"Dallas","TX",1344,-0.350096712,1148,-0.082334133,0.036585491,303500
2020-04-06,2020-05-03,124,5,2020,"Dallas","TX",1507,-0.266666667,1120,-0.233926129,0.012943144,301250
2020-04-13,2020-05-10,131,5,2020,"Dallas","TX",1675,-0.157020634,1098,-0.266533066,0.002962963,297880
2020-04-20,2020-05-17,138,5,2020,"Dallas","TX",1827,-0.113967022,1082,-0.297858533,0.00041154,297785
2020-04-27,2020-05-24,145,5,2020,"Dallas","TX",1933,-0.042595344,1135,-0.276147959,-0.012885806,297035
2020-05-04,2020-05-31,152,5,2020,"Dallas","TX",1862,-0.04218107,1209,-0.23042648,-0.012322823,298760
2020-05-11,2020-06-07,159,6,2020,"Dallas","TX",1894,-0.05630294,1318,-0.168454259,-0.006232896,304130
2020-05-18,2020-06-14,166,6,2020,"Dallas","TX",1885,-0.06636949,1398,-0.095730918,0.002086146,306225
2020-05-25,2020-06-21,173,6,2020,"Dallas","TX",1872,-0.070044709,1502,-0.0176586,0.013595104,308475
2020-06-01,2020-06-28,180,6,2020,"Dallas","TX",1909,-0.078223081,1542,-0.028355388,0.018128248,311000
2020-06-08,2020-07-05,187,7,2020,"Dallas","TX",1864,-0.044102564,1723,0.145611702,0.035295906,313250
2020-06-15,2020-07-12,194,7,2020,"Dallas","TX",1842,-0.040625,1800,0.192842942,0.039727852,314500
2020-06-22,2020-07-19,201,7,2020,"Dallas","TX",1845,-0.02945818,1852,0.219223173,0.059810844,319250
2020-06-29,2020-07-26,208,7,2020,"Dallas","TX",1819,-0.009798585,1843,0.324946082,0.073313508,320500
